OBJECTID,sgmnt_d,routes,n_routs,RapidRd,ftrLINK,street,TOTAL,active,ptile,int_ctg,FTV,Shp_Lng,FTV_pdt,Shape__Length
214,4111,120,1,Funded,0,Delridge Way SW,10,1,0.376633971908,Frequent,Very Frequent,1019.40852673,Frequent: 10 Plus,1019.40852672932
215,4112,120,1,Funded,0,Delridge Way SW,10,1,0.377004172857,Frequent,Very Frequent,577.379281581,Frequent: 10 Plus,577.379281582215
216,4157,20,1,none,0,Latona Ave NE,10,1,0.378023741613,Frequent,Frequent,1590.15765988,Other Transit,1590.15765987753
217,4168,1,1,none,0,10th Ave W,10,1,0.383492722535,Frequent,Frequent,8529.62770258,Frequent: 15,8529.62770259167
218,4186,20,1,none,0,Latona Ave NE,10,1,0.383580231283,Frequent,Frequent,136.481924134,Other Transit,136.481924134002
219,4212,20,1,none,0,Woodlawn Ave NE,10,1,0.385465351139,Frequent,Frequent,2940.10361002,Other Transit,2940.10360999637
220,4312,20,1,none,0,Wallingford Ave N,10,1,0.38796741538,Frequent,Frequent,1991.11887668,Frequent: 15,1991.11887667803
221,4369,107,1,none,0,51st Ave S,10,1,0.389747912457,Frequent,Frequent,2776.92999965,Frequent: 15,2776.92999964777
222,4560,"C Line, 120",2,Existing,0,W Seattle Fwy,10,1,0.390408696876,Frequent,High-Capacity,954.55988145,Frequent: 10 Plus,954.559881450446
223,4591,128,1,none,0,SW Morgan St,10,1,0.391563681501,Frequent,Frequent,323.034414629,Frequent: 15,323.034414629027
224,4594,128,1,none,0,Fauntleroy Way SW,10,1,0.391663912618,Frequent,Frequent,156.324208235,Frequent: 15,156.324208234683
225,4595,128,1,none,0,Fauntleroy Way SW,10,1,0.391800588112,Frequent,Frequent,213.164226124,Frequent: 15,213.164226124232
226,4597,128,1,none,0,42nd Ave SW,10,1,0.391859930887,Frequent,Frequent,92.5532160915,Frequent: 15,92.5532160915243
227,4630,107,1,none,0,51st Ave S,10,1,0.393356506792,Frequent,Frequent,2334.11589584,Frequent: 15,2334.11589583873
228,1245,60,1,none,0,16th Ave S,12,1,0.395220578372,Frequent,Very Frequent,2907.27592807,Frequent: 10,2907.27592806471
229,1265,"15, D Line",2,Existing,0,15th Ave NW,12,1,0.396925105909,Frequent,Very Frequent,2658.44505753,Frequent: 10,2658.44505752839
230,1267,"15, 40, D Line",3,Existing,0,15th Ave NW,12,1,0.39752154482,Frequent,Very Frequent,930.228487977,Frequent: 10,930.228487977138
231,1279,"15, 17, 18, 32, D Line",5,Existing,1,15th Ave W,12,1,0.399707428045,Frequent,High-Capacity,3409.18543587,Frequent: 10 Plus,3409.18543586407
232,1292,"302, 303, 304",3,none,0,1st Ave NE,12,1,0.400132260464,Frequent,Frequent,662.584569956,Frequent: 15,662.584569955683
233,1299,"113, 60",2,none,0,2nd Ave S,12,1,0.400372933113,Frequent,Very Frequent,375.36208791,Frequent: 10,375.362087910134
234,1313,"43, 48",2,none,0,24th Ave E,12,1,0.402389156893,Frequent,Very Frequent,3144.57820496,Frequent: 10,3144.57820495522
235,1390,"13, 29, 3, 4",4,none,0,3rd Ave W,12,1,0.408268312428,Frequent,Very Frequent,3628.67323856,Frequent: 10,3628.67323855734
236,1489,E Line,1,Existing,0,Aurora Ave N,12,1,0.414223985201,Frequent,Very Frequent,4259.97309564,Frequent: 10 Plus,4259.97309564072
237,1492,107,1,none,0,Beacon Ave S,12,1,0.416503329766,Frequent,Frequent,3554.95124686,Frequent: 15,3554.95124686018
238,1493,107,1,none,0,Beacon Ave S,12,1,0.418940048592,Frequent,Frequent,3800.39804313,Frequent: 15,3800.3980431258
239,1540,45,1,none,0,Cowen Pl NE,12,1,0.419216234057,Frequent,Frequent,430.74920792,Frequent: 15,430.749207919899
240,1544,"120, 22",2,Funded,0,Delridge Way SW,12,1,0.420055922549,Frequent,Very Frequent,1309.60965506,Frequent: 10 Plus,1309.60965506477
241,1545,"120, 125",2,Funded,0,Delridge Way SW,12,1,0.420484399759,Frequent,Very Frequent,668.269122708,Frequent: 10 Plus,668.269122708099
242,1559,"3, 4",2,none,0,E Jefferson St,12,1,0.421197649787,Frequent,High-Capacity,556.151969294,Frequent: 10 Plus,556.151969293617
243,1572,"43, 48",2,none,0,24th Ave E,12,1,0.422014282832,Frequent,Very Frequent,1273.65151707,Frequent: 10,1273.65151706922
244,1616,"15, 17, 18, 24, 32, 33, D Line",7,Existing,1,Elliott Ave W,12,1,0.422597933111,Frequent,High-Capacity,910.282858521,Frequent: 10 Plus,910.28285852235
245,1636,"16, 5",2,none,0,Greenwood Ave N,12,1,0.426457072323,Frequent,Frequent,5426.31314774,Frequent: 15,5426.31314774501
246,1640,"16, 28, 345, 5",4,none,0,Greenwood Ave N,12,1,0.426881812076,Frequent,Frequent,662.440044505,Frequent: 15,662.440044505229
247,1642,49,1,Candidate,0,Harvard Ave E,12,1,0.428027641875,Frequent,Frequent,1787.07911693,Frequent: 10,1787.07911693467
248,1644,131,1,none,0,W Marginal Way,12,1,0.428237175334,Frequent, ,326.796238765,Other Transit,326.796238764737
249,1646,"40, D Line",2,Existing,0,Holman Rd NW,12,1,0.429022448631,Frequent,Very Frequent,1224.74167721,Frequent: 10,1224.7416772148
250,1647,"40, D Line",2,Existing,0,Holman Rd NW,12,1,0.431588560212,Frequent,Very Frequent,4002.20383666,Frequent: 10,4002.2038366564
251,1708,20,1,none,0,Latona Ave NE,12,1,0.432087685063,Frequent, ,778.453833079,Other Transit,778.4538330794
252,1717,8,1,none,0,Martin Luther King Jr Way S,12,1,0.43451950966,Frequent,Frequent,3792.76482102,Frequent: 15,3792.76482101999
253,1731,8,1,none,0,Martin Luther King Jr Way S,12,1,0.435820438601,Frequent,Frequent,2028.97755366,Frequent: 15,2028.97755366496
254,1744,"345, 346",2,none,0,Meridian Ave N,12,1,0.438060983665,Frequent,Frequent,3494.43809058,Frequent: 15,3494.4380905764
255,1752,40,1,Candidate,0,N 105th St,12,1,0.439759458915,Frequent,Very Frequent,2649.00568385,Frequent: 10,2649.00568385232
256,1762,"31, 32",2,none,0,N 40th St,12,1,0.441260844607,Frequent,Frequent,2341.61741805,Frequent: 10,2341.61741804661
257,1768,"16, 44",2,Candidate,0,N 46th St,12,1,0.44211362946,Frequent,Very Frequent,1330.03523264,Frequent: 10 Plus,1330.0352326432
258,1772,45,1,none,0,N 85th St,12,1,0.443815945652,Frequent,Frequent,2654.99616047,Frequent: 15,2654.99616046814
259,1777,"302, 303, 304",3,none,0,N Northgate Way,12,1,0.444613227918,Frequent,Frequent,428.817485496,Frequent: 10,428.817485481377
260,1787,"330, 65",2,none,0,NE 145th St,12,1,0.445468675597,Frequent,Frequent,1334.18827503,Frequent: 10,1334.18827503365
261,1799,"31, 32",2,none,0,NE 45th St,12,1,0.446078868063,Frequent,Frequent,829.852276849,Frequent: 15,829.852276849083
262,1813,"65, 79",2,none,0,NE 55th St,12,1,0.446927169522,Frequent,Frequent,1323.04276088,Frequent: 15,1323.04276088303
263,1817,"45, 62, 64, 79",4,none,0,NE 65th St,12,1,0.447516128743,Frequent,Very Frequent,918.562883739,Frequent: 10,918.562883738774
264,1821,"62, 64",2,none,0,NE 65th St,12,1,0.449310889778,Frequent,Frequent,2799.17660499,Frequent: 15,2799.17660498948
265,1843,"20, 320",2,none,0,NE Northgate Way,12,1,0.452209901883,Frequent,Frequent,4521.40797502,Frequent: 15,4521.4079750288
266,1855,73,1,none,0,NE Ravenna Blvd,12,1,0.453406804865,Frequent, ,1130.88296668,Other Transit,1130.88296667902
267,1856,45,1,none,0,NE Ravenna Blvd,12,1,0.45369133977,Frequent,Frequent,443.771306828,Frequent: 15,443.771306828384
268,1857,45,1,none,0,NE Ravenna Blvd,12,1,0.453940618281,Frequent,Frequent,388.784112856,Frequent: 15,388.78411285608
269,1861,"31, 32",2,none,0,Nickerson St,12,1,0.454243945367,Frequent,Frequent,473.080296008,Frequent: 10,473.080296007762
270,1876,44,1,Candidate,0,14th Ave NW,12,1,0.455829512928,Frequent,Very Frequent,2472.91061739,Frequent: 10 Plus,2472.91061737818
271,1884,"113, 60",2,none,0,Olson Pl SW,12,1,0.456171720206,Frequent,Very Frequent,533.719302492,Frequent: 10,533.719302491895
272,1886,"16, 5",2,none,0,Phinney Ave N,12,1,0.459443305909,Frequent,Frequent,5102.48772826,Frequent: 15,5102.48772825768
273,2043,75,1,none,0,Sand Point Way NE,12,1,0.461613233683,Frequent,Frequent,2773.74308675,Frequent: 15,2773.74308676016
274,2048,"62, 75",2,none,0,Sand Point Way NE,12,1,0.463110575729,Frequent,Frequent,2335.31079678,Frequent: 15,2335.3107967774
275,2049,"75, 79",2,none,0,Sand Point Way NE,12,1,0.465812724471,Frequent,Frequent,4214.37249358,Frequent: 15,4214.37249358068
276,2091,"50, 56, 57",3,none,0,SW Admiral Way,12,1,0.469038194649,Frequent,Frequent,2187.27480193,Frequent: 15,2187.27480193306
277,2096,"21, 55, C Line",3,Existing,0,SW Avalon Way,12,1,0.469935623319,Frequent,Very Frequent,1399.663403,Frequent: 10 Plus,1399.66340300402
278,2107,"113, 60",2,none,0,SW Roxbury St,12,1,0.471902630843,Frequent,Very Frequent,3067.81868607,Frequent: 10,3067.81868606533
279,2143,"29, 31",2,none,0,W Emerson St,12,1,0.472136444159,Frequent,Frequent,364.664013782,Frequent: 15,364.664013781624
280,2155,"29, 31, 32",3,none,0,W Nickerson St,12,1,0.474483146137,Frequent,Frequent,3660.00439381,Frequent: 10,3660.00439381033
281,2175,50,1,none,0,Wilson Ave S,12,1,0.475560625523,Frequent,Frequent,1680.47724994,Frequent: 15,1680.47724992998
282,2191,45,1,none,0,N 85th St,12,1,0.476836870296,Frequent,Frequent,1990.47920053,Frequent: 15,1990.4792005283
283,2207,21,1,none,0,35th Ave SW,12,1,0.480668714102,Frequent,Frequent,5976.28727222,Frequent: 15,5976.28727222208
284,2260,8,1,none,0,Martin Luther King Jr Way S,12,1,0.485135571642,Frequent,Frequent,1803.45685196,Frequent: 15,1803.45685195891
285,2272,"3, 4",2,none,0,5th Ave N,12,1,0.486679342794,Frequent,Frequent,2407.72337178,Frequent: 15,2407.72337178507
286,2298,"128, 22, C Line",3,Existing,0,California Ave SW,12,1,0.488372482762,Frequent,Very Frequent,2640.68457758,Frequent: 10,2640.68457758148
287,2302,"15, D Line",2,Existing,0,15th Ave NW,12,1,0.490101355558,Frequent,Very Frequent,2696.41483517,Frequent: 10,2696.4148351712
288,2322,70,1,Funded,0,Eastlake Ave E,12,1,0.491393335584,Frequent,Very Frequent,2015.0204914,Frequent: 10,2015.02049139838
289,2344,372,1,none,0,25th Ave NE,12,1,0.493091096153,Frequent,Frequent,2647.89104032,Frequent: 10,2647.8910403223
290,2346,"62, 64",2,none,0,NE 65th St,12,1,0.494730412645,Frequent,Frequent,2556.73946664,Frequent: 15,2556.73946664058
291,2347,79,1,none,0,Ravenna Ave NE,12,1,0.495570489994,Frequent, ,1310.21613171,Other Transit,1310.21613171329
292,2371,"345, 346",2,none,0,Densmore Ave N,12,1,0.498532512018,Frequent,Frequent,2159.52755918,Frequent: 15,2159.52755917934
293,2378,107,1,none,0,Carkeek Dr S,12,1,0.500310146606,Frequent,Frequent,2772.46555509,Frequent: 15,2772.46555509149
294,2779,"113, 121, 131, 132",4,none,0,State Rte 509,12,1,0.501633464003,Frequent,Very Frequent,2063.89542993,Frequent: 10,2063.89542992707
295,3007,"65, 73",2,none,0,NE 145th St,12,1,0.502407005667,Frequent,Frequent,664.999820987,Frequent: 10,664.999820987478
296,3079,"167, 255, 271, 43, 48, 542, 556",7,none,0,Montlake Blvd E,12,1,0.502691992976,Frequent,Very Frequent,444.476891146,Frequent: 10,444.476891145876
297,3105,50,1,none,0,S Genesee St,12,1,0.505495175714,Frequent,Frequent,3519.93634047,Frequent: 15,3519.93634047479
298,3131,"15, 17, 18, 32, D Line",5,Existing,1,15th Ave W,12,1,0.506954121646,Frequent,High-Capacity,2018.16134846,Frequent: 10 Plus,2018.16134846344
299,4033,40,1,Candidate,0, ,12,1,0.50781594056,Frequent,Very Frequent,1344.12509182,Frequent: 10,1344.12509181824
300,4054,"31, 32",2,none,0,Wallingford Ave N,12,1,0.509325224841,Frequent,Frequent,2353.93635345,Frequent: 10,2353.93635344534
301,4055,"31, 32",2,none,0,Wallingford Ave N,12,1,0.510340806888,Frequent,Frequent,1583.93983954,Frequent: 10,1583.9398395379
302,4158,20,1,none,0,Latona Ave NE,12,1,0.511876992843,Frequent,Frequent,2395.89321436,Frequent: 15,2395.89321436279
303,4159,62,1,none,0,Meridian Ave N,12,1,0.51390928683,Frequent,Frequent,3169.64190145,Frequent: 15,3169.64190144674
304,4163,20,1,none,0, ,12,1,0.514078612893,Frequent,Frequent,264.087277258,Frequent: 15,264.087277257985
305,4187,20,1,none,0,Latona Ave NE,12,1,0.514929535663,Frequent,Frequent,1327.13105694,Other Transit,1327.13105694287
306,4200,"322, 522, 67, 73",4,none,0,12th Ave NE,12,1,0.515802684181,Frequent,Very Frequent,1361.79516623,Frequent: 10,1361.79516622505
307,4313,20,1,none,0,Wallingford Ave N,12,1,0.516353578039,Frequent,Frequent,331.927562891,Frequent: 15,331.927562890783
308,4328,107,1,none,0,Swift Ave S,12,1,0.519146209676,Frequent,Frequent,4355.49300954,Frequent: 15,4355.49300954582
309,4329,107,1,none,0,Swift Ave S,12,1,0.519821091352,Frequent,Frequent,1052.57076589,Frequent: 15,1052.57076589001
310,4381,124,1,none,0,Airport Way S,12,1,0.520985528789,Frequent,Frequent,1816.1002863,Frequent: 15,1816.10028630141
311,4547,67,1,none,0,Roosevelt Way NE,12,1,0.526090885296,Frequent,Frequent,7962.5054313,Frequent: 15,7962.50543129939
312,4629,107,1,none,0,Beacon Ave S,12,1,0.527846649197,Frequent,Frequent,208.763966009,Frequent: 15,208.763966009434
313,1227,49,1,Candidate,0,10th Ave E,13,1,0.529238866567,Frequent,Frequent,1985.54448057,Frequent: 10,1985.5444805679
314,1258,"347, 348, 73",3,none,0,15th Ave NE,13,1,0.532211944328,Frequent,Frequent,4636.92355033,Frequent: 15,4636.92355033328
315,1268,"15, 17, 18, 29, D Line",5,Existing,1,Ballard Brg,13,1,0.534369437235,Frequent,High-Capacity,3364.90683187,Frequent: 10 Plus,3364.90683187144
316,1281,128,1,none,0,16th Ave SW,13,1,0.535658072532,Frequent,Frequent,2009.80392683,Frequent: 15,2009.80392682505
317,1298,"113, 60",2,none,0,2nd Ave S,13,1,0.535940371388,Frequent,Very Frequent,440.283879532,Frequent: 10,440.283879531658
318,1302,"131, 132",2,none,0,509 Ramp,13,1,0.536544647668,Frequent,Very Frequent,942.451943407,Frequent: 10,942.451943406857
319,1344,65,1,none,0,30th Ave NE,13,1,0.539527868073,Frequent,Frequent,4652.74239823,Frequent: 15,4652.74239823324
320,1524,22,1,none,0,California Ave SW,13,1,0.542649852203,Frequent,Very Frequent,658.468626777,Frequent: 10,658.468626776971
321,1528,"128, 22",2,none,0,California Ave SW,13,1,0.543066632162,Frequent,Very Frequent,650.025651036,Frequent: 10,650.025651035794
322,1531,"128, 22, C Line",3,Existing,0,California Ave SW,13,1,0.544754249182,Frequent,Very Frequent,2632.07078116,Frequent: 10,2632.0707811588
323,1533,"20, 345, 346, 40",4,Candidate,0,Burke Ave N,13,1,0.545180111937,Frequent,Very Frequent,664.191519532,Frequent: 10 Plus,664.191519532306
324,1588,2,1,none,0,E Union St,13,1,0.546209876923,Frequent,Frequent,1606.06008328,Frequent: 15,1606.06008327629
325,1596,"27, 8",2,none,0,E Yesler Way,13,1,0.54709111568,Frequent,Frequent,1374.41300636,Frequent: 15,1374.41300637713
326,1603,"124, 60",2,none,0,E Marginal Way S,13,1,0.548439386959,Frequent,Very Frequent,1015.3212092,Frequent: 10,1015.32120920149
327,1606,"124, 60",2,none,0,E Marginal Way S,13,1,0.550000538326,Frequent,Very Frequent,2434.83020556,Frequent: 10,2434.83020556313
328,1617,"15, 17, 18, 24, 32, 33, D Line",7,Existing,1,Elliott Ave W,13,1,0.551411603274,Frequent,High-Capacity,2200.7497999,Frequent: 10 Plus,2200.74979989535
329,1628,5,1,none,0,Fremont Ave N,13,1,0.554007441721,Frequent,Frequent,4048.56697229,Frequent: 15,4048.56697227434
330,1638,"16, 5",2,none,0,Greenwood Ave N,13,1,0.554854509071,Frequent,Frequent,1321.11799883,Frequent: 15,1321.11799882709
331,1639,"16, 345, 5",3,none,0,Greenwood Ave N,13,1,0.556978266645,Frequent,Frequent,3312.29194209,Frequent: 15,3312.29194209074
332,1711,"28, 40",2,Candidate,0,Leary Way NW,13,1,0.559218512726,Frequent,Very Frequent,2850.08894533,Frequent: 10,2850.08894532613
333,1729,8,1,none,0,Martin Luther King Jr Way S,13,1,0.560715782128,Frequent,Frequent,2335.19749878,Frequent: 15,2335.19749877703
334,1732,8,1,none,0,Martin Luther King Jr Way S,13,1,0.562404241494,Frequent,Frequent,2633.38453622,Frequent: 15,2633.38453621791
335,1750,"255, 44, 542, 556, 73",5,none,0,Montlake Blvd NE,13,1,0.562911585999,Frequent,Very Frequent,791.273511655,Frequent: 10,791.273511654854
336,1753,345,1,none,0,N 130th St,13,1,0.564616163808,Frequent,Frequent,2658.52346292,Frequent: 10,2658.52346291923
337,1756,"31, 32, 62",3,none,0,N 35th St,13,1,0.567004719366,Frequent,Frequent,1808.81726253,Frequent: 10,1808.81726253015
338,1758,"28, 5",2,none,0,N 38th St,13,1,0.567202476954,Frequent,Frequent,308.43014884,Frequent: 15,308.430148840036
339,1760,28,1,none,0,NW 39th St,13,1,0.569027262982,Frequent,Frequent,2503.52114877,Frequent: 15,2503.52114877386
340,1763,44,1,Candidate,0,N Midvale Pl,13,1,0.569705131666,Frequent,Very Frequent,1057.22941645,Frequent: 10 Plus,1057.22941645038
341,1766,"16, 44",2,Candidate,0,N 46th St,13,1,0.569902100239,Frequent,Very Frequent,307.199572014,Frequent: 10 Plus,307.199572014186
342,1767,"16, 44",2,Candidate,0,N 46th St,13,1,0.570099252471,Frequent,Very Frequent,307.486011883,Frequent: 10 Plus,307.486011882908
343,1773,"20, 345, 346, 40",4,Candidate,0,N 92nd St,13,1,0.570736057147,Frequent,Very Frequent,993.184449886,Frequent: 10 Plus,993.184449885691
344,1776,40,1,Candidate,0,N Northgate Way,13,1,0.572830857745,Frequent,Very Frequent,3267.12955552,Frequent: 10,3267.12955552151
345,1783,"330, 65, 75",3,none,0,NE 125th St,13,1,0.573533047598,Frequent,Frequent,1095.16162317,Frequent: 15,1095.16162317107
346,1785,"65, 75",2,none,0,NE 125th St,13,1,0.573751637769,Frequent,Frequent,340.921426655,Frequent: 10,340.921426655339
347,1789,"31, 32",2,none,0,NE 40th St,13,1,0.574309363582,Frequent,Frequent,869.850090131,Frequent: 10,869.850090130637
348,1791,"31, 32",2,none,0,NE 40th St,13,1,0.574412967563,Frequent,Frequent,161.584652747,Frequent: 10,161.58465274694
349,1797,"31, 32",2,none,0,NE 45th St,13,1,0.574730698193,Frequent,Frequent,495.544604594,Frequent: 15,495.544604594375
350,1858,"45, 62",2,none,0,NE Ravenna Blvd,13,1,0.575525831634,Frequent,Very Frequent,1240.1199267,Frequent: 10,1240.11992670405
351,1859,"45, 62",2,none,0,NE Ravenna Blvd,13,1,0.576394190129,Frequent,Very Frequent,1354.32446852,Frequent: 10,1354.32446852958
352,1862,"31, 32",2,none,0,Nickerson St,13,1,0.577606303939,Frequent,Frequent,1890.45814515,Frequent: 10,1890.45814514746
353,1955,131,1,none,0,509 Ramp,13,1,0.580119099751,Frequent,Very Frequent,1577.83438031,Frequent: 10,1577.83438030371
354,2002,60,1,none,0,S Cloverdale St,13,1,0.584038527165,Frequent,Very Frequent,3587.85129274,Frequent: 10,3587.85129273517
355,2005,50,1,none,0,S Columbian Way,13,1,0.584768312823,Frequent,Very Frequent,1138.20107551,Frequent: 10,1138.20107551208
356,2029,14,1,none,0,S McClellan St,13,1,0.585273347128,Frequent,Frequent,787.670438348,Frequent: 15,787.670438347936
357,2045,"45, 75",2,Candidate,0,State Rte 513,13,1,0.585828730434,Frequent,Frequent,866.196626342,Frequent: 15,866.196626343114
358,2046,"75, 79",2,none,0,Sand Point Way NE,13,1,0.586080779697,Frequent,Frequent,393.105481044,Frequent: 15,393.105481043865
359,2083,62,1,none,0,Stone Way N,13,1,0.588129045073,Frequent,Frequent,1901.25447864,Frequent: 15,1901.25447864083
360,2084,62,1,none,0,Stone Way N,13,1,0.589533653972,Frequent,Frequent,2190.68070315,Frequent: 15,2190.68070315014
361,2099,"120, 22",2,Funded,0, ,13,1,0.589746956824,Frequent,Very Frequent,332.675126507,Frequent: 10 Plus,332.675126506631
362,2103,"125, 128",2,none,0,SW Henderson St,13,1,0.590538271011,Frequent,Frequent,1234.16327562,Frequent: 15,1234.163275618
363,2109,"113, 120",2,Funded,0, ,13,1,0.592241112706,Frequent,Very Frequent,2655.81575431,Frequent: 10 Plus,2655.81575430751
364,2126,"45, 73",2,none,0,Cowen Pl NE,13,1,0.592292040211,Frequent,Frequent,79.4284460594,Frequent: 15,79.4284460593973
365,2164,"131, 132",2,none,0,W Marginal Way,13,1,0.593908558797,Frequent,Frequent,1646.49380948,Frequent: 15,1646.49380947798
366,2172,40,1,Candidate,0,Westlake Ave N,13,1,0.598585107345,Frequent,Very Frequent,7293.72046028,Frequent: 10,7293.72046028414
367,2186,345,1,none,0,N 130th St,13,1,0.599745264276,Frequent,Frequent,1809.4242495,Frequent: 10,1809.42424949845
368,2252,345,1,none,0,N 130th St,13,1,0.600932118467,Frequent,Frequent,790.155369108,Frequent: 10,790.155369108222
369,2261,107,1,none,0,Beacon Ave S,13,1,0.601624246794,Frequent,Frequent,1079.46929087,Frequent: 15,1079.46929086958
370,2275,49,1,Candidate,0,10th Ave E,13,1,0.603061374901,Frequent,Frequent,2241.3988792,Frequent: 10,2241.39887920077
371,2276,70,1,Funded,0,Eastlake Ave E,13,1,0.604786633078,Frequent,Very Frequent,2690.7773406,Frequent: 10,2690.77734060228
372,2284,"347, 348, 73",3,none,0,15th Ave NE,13,1,0.605942804352,Frequent,Frequent,1803.20807005,Frequent: 15,1803.20807004831
373,2286,"43, 48",2,none,0,24th Ave E,13,1,0.60682134802,Frequent,Very Frequent,1370.20964378,Frequent: 10,1370.20964377837
374,2294,"21, C Line",2,Existing,0,SW Barton St,13,1,0.607466917548,Frequent,Very Frequent,1006.85444201,Frequent: 10,1006.85444201411
375,2299,"21, 55, C Line",3,Existing,0,SW Avalon Way,13,1,0.608212752742,Frequent,Very Frequent,1163.23253313,Frequent: 10 Plus,1163.23253312619
376,2301,"15, 17, 18, 32, D Line",5,Existing,1,15th Ave W,13,1,0.609138919746,Frequent,High-Capacity,1444.48478573,Frequent: 10 Plus,1444.48478573215
377,2308,E Line,1,Existing,0,Aurora Ave N,13,1,0.610836641739,Frequent,Very Frequent,2647.83087476,Frequent: 10 Plus,2647.83087476039
378,2323,67,1,none,0,Roosevelt Way NE,13,1,0.611640696589,Frequent,High-Capacity,1254.03409186,Frequent: 10,1254.03409186415
379,2332,36,1,Candidate,0,Beacon Ave S,13,1,0.613549075754,Frequent,Very Frequent,2976.37969983,Frequent: 10,2976.3796998297
380,2334,107,1,none,0,Beacon Ave S,13,1,0.616326746674,Frequent,Frequent,4332.15971504,Frequent: 15,4332.15971503543
381,2337,49,1,Candidate,0,10th Ave E,13,1,0.617447346933,Frequent,Frequent,1747.73018014,Frequent: 10,1747.73018013951
382,2353,"16, 5",2,none,0,Greenwood Ave N,13,1,0.619988893715,Frequent,Frequent,3963.8916548,Frequent: 15,3963.89165480011
383,2360,"347, 348, 65, 73",4,none,0,15th Ave NE,13,1,0.620415951112,Frequent,Frequent,666.054728644,Frequent: 15,666.054728644448
384,2380,132,1,none,0,8th Ave S,13,1,0.622304802862,Frequent,Frequent,2001.65309982,Frequent: 15,2001.65309982092
385,2799,50,1,none,0,S Columbian Way,13,1,0.625176014722,Very Frequent,Very Frequent,1062.35362893,Frequent: 10,1062.35362893446
386,3078,345,1,none,0,N 115th St,13,1,0.626987576362,Very Frequent, ,1379.86957572,Other Transit,1379.86957573151
387,3080,"167, 255, 271, 43, 48, 542, 556",7,none,0,Montlake Blvd E,13,1,0.627382418557,Very Frequent,Very Frequent,615.81069119,Frequent: 10,615.810691190242
388,3120,132,1,none,0,W Marginal Way S,13,1,0.628269068052,Very Frequent,Frequent,529.284939304,Frequent: 15,529.28493930446
389,3139,"120, 125, 21, 55, 56, 57, C Line",7,Existing,0,State Rte 99,13,1,0.629269257176,Very Frequent,High-Capacity,921.578720305,Frequent: 10 Plus,921.578720302808
390,4007,"322, 522, 67, 73",4,none,0,Roosevelt Way NE,13,1,0.629915851676,Very Frequent,Very Frequent,1008.4530271,Frequent: 10,1008.4530270994
391,4160,62,1,none,0, ,13,1,0.632866699456,Very Frequent, ,4602.25283716,Other Transit,4602.25283716104
392,4189,"320, 322, 330, 372, 522",5,none,0,State Rte 522,13,1,0.633825797904,Very Frequent,Very Frequent,650.930605842,Frequent: 10,650.930605841638
393,4190,"320, 322, 330, 372, 522",5,none,0,State Rte 522,13,1,0.635528312885,Very Frequent,Very Frequent,2655.30619962,Frequent: 10,2655.30619961719
394,4201,"322, 522, 67, 73",4,none,0,12th Ave NE,13,1,0.636379187917,Very Frequent,Very Frequent,1327.05660274,Frequent: 10,1327.05660274334
395,4206,"322, 522, 67, 73",4,none,0,Roosevelt Way NE,13,1,0.636548774093,Very Frequent,Very Frequent,264.492959309,Frequent: 10,264.492959309309
396,4211,20,1,none,0,Woodlawn Ave NE,13,1,0.636736003636,Very Frequent,Frequent,292.010215359,Other Transit,292.010215358877
397,4251,"113, 120, 121, 125, 21, 55, 56, 57, C Line",9,Existing,0, ,13,1,0.641781442754,Very Frequent,High-Capacity,7869.05602513,Frequent: 10 Plus,7869.05602513777
398,4254,"120, 125, 21, 55, 56, 57, C Line",7,Existing,0,Alaskan Way Viaduct,13,1,0.647575291462,Very Frequent,High-Capacity,9036.30368189,Frequent: 10 Plus,9036.30368187504
399,4378,"124, 60",2,none,0,Ellis Ave S,13,1,0.649147250842,Very Frequent,Very Frequent,2451.68678843,Frequent: 10,2451.68678843032
400,4551,124,1,none,0,Airport Way S,13,1,0.651950327223,Very Frequent,Frequent,676.953166807,Frequent: 15,676.953166806566
401,4552,124,1,none,0,Airport Way S,13,1,0.654612497402,Very Frequent,Frequent,4152.02042792,Frequent: 15,4152.02042791877
402,4553,124,1,none,0,Airport Way S,13,1,0.655998234527,Very Frequent,Frequent,2161.24757661,Frequent: 15,2161.24757661191
403,4561,"120, 125, 21, 55, 56, 57, C Line",7,Existing,0,W Seattle Fwy,13,1,0.656635068865,Very Frequent,High-Capacity,993.230712477,Frequent: 10 Plus,993.230712479599
404,4618,124,1,none,0,S Holgate St,13,1,0.657199347737,Very Frequent,Frequent,621.032849789,Frequent: 15,621.032849789111
405,4619,124,1,none,0,S Holgate St,13,1,0.657528128876,Very Frequent,Frequent,512.779391548,Frequent: 15,512.779391548268
406,4620,124,1,none,0,Airport Way S,13,1,0.661204028325,Very Frequent,Frequent,5733.07060758,Frequent: 15,5733.0706075803
407,5000,65,1,none,0,40th Ave NE,13,1,0.662734004694,Very Frequent,Frequent,1320.94167732,Frequent: 15,1320.94167731672
408,1237,"67, 73",2,none,0,12th Ave NE,15,1,0.663806539912,Very Frequent,High-Capacity,1434.33152009,Frequent: 10,1434.33152009208
409,1278,"15, 17, 18, 32, D Line",5,Existing,1,15th Ave W,15,1,0.664054775397,Very Frequent,High-Capacity,228.237733999,Frequent: 10 Plus,228.237733998598
410,1295,"20, 345, 346, 40",4,Candidate,0,1st Ave NE,15,1,0.665330764927,Very Frequent,Very Frequent,1990.08111381,Frequent: 10 Plus,1990.08111380571
