OBJECTID,sgmnt_d,routes,n_routs,RapidRd,ftrLINK,street,TOTAL,active,ptile,int_ctg,FTV,Shp_Lng,FTV_pdt,Shape__Length
808,1997, ,0, ,0,Roosevelt Way NE,8,0,0.512258320388,Frequent,Frequent,1945.60543756,Frequent: 10,1945.60543756143
809,1251, ,0, ,0,15th Ave NE,10,0,0.627676496919,Very Frequent, ,328.323488421,Other Transit,328.323488420785
810,1252, ,0, ,0,15th Ave NE,10,0,0.628222821078,Very Frequent, ,176.770658847,Other Transit,176.770658847201
811,1851, ,0, ,0,NE Ravenna Blvd,10,0,0.646408824303,Very Frequent, ,296.581732948,Other Transit,296.581732947998
812,4333, ,0, ,0,S Graham St,10,0,0.734411446298,Very Frequent,Frequent,1935.84328254,Frequent: 15,1935.84328253892
813,1503, ,0, ,0,Boren Ave,13,0,0.799210427546,Very Frequent,Very Frequent,1158.04564659,Frequent: 10,1158.04564659469
814,3039, ,0, ,0,Boren Ave,13,0,0.819138663633,Very Frequent,Very Frequent,425.537186991,Frequent: 10,425.53718699128
815,4156, ,0, ,0,NE 65th St,13,0,0.821149961743,Very Frequent,Frequent,501.435949269,Frequent: 15,501.435949268773
816,4334, ,0, ,0,S Graham St,13,0,0.840418885917,Very Frequent,Frequent,3686.15255809,Frequent: 15,3686.1525580884
817,4335, ,0, ,0,S Graham St,13,0,0.84772931117,Very Frequent,Frequent,2365.38814699,Frequent: 15,2365.38814698737
818,1505, ,0, ,0,Boren Ave,15,0,0.857296179979,Very Frequent,Very Frequent,531.311015632,Frequent: 10,531.311015631599
819,4166, ,0, ,0,15th Ave,15,0,0.870353171402,Very Frequent,Frequent,1707.23950372,Frequent: 15,1707.23950372092
820,4282, ,0, ,0,NE Northgate Way,15,0,0.882677134592,High-Capacity,Frequent,1319.3782053,Frequent: 10,1319.37820529641
821,4283, ,0, ,0,N Northgate Way,15,0,0.885429185461,High-Capacity,Frequent,890.463725417,Frequent: 10,890.463725416763
822,4145, ,0,none,1,Mercer St,18,0,0.906124572389,High-Capacity,Very Frequent,1931.60604161,Frequent: 10,1931.60604161421
823,1317, ,0, ,0,25th Ave NE,18,0,0.907857497239,High-Capacity,Frequent,560.711553541,Frequent: 10,560.711553541597
824,2255, ,0, ,0,15th Ave NE,18,0,0.91861933295,High-Capacity, ,2125.93907945,Other Transit,2125.93907945264
825,1246, ,0, ,0,14th Ave S,20,0,0.935697860251,High-Capacity,Very Frequent,904.117975879,Frequent: 10,904.117975879219
826,4140, ,0, ,0,Harrison St,20,0,0.953921763926,High-Capacity,Very Frequent,709.825854724,Frequent: 10,709.825854724145
827,4141, ,0, ,0,Harrison St,20,0,0.954955499049,High-Capacity,Very Frequent,334.479147683,Frequent: 10,334.479147682623
828,4142, ,0, ,0,Harrison St,20,0,0.957940116986,High-Capacity,Very Frequent,965.713983292,Frequent: 10,965.71398329225
829,4143, ,0, ,0,Harrison St,20,0,0.958933564376,High-Capacity,Very Frequent,321.443500228,Frequent: 10,321.443500228392
830,4144, ,0, ,0,Harrison St,20,0,0.961919482689,High-Capacity,Very Frequent,966.13473786,Frequent: 10,966.134737859519
831,1517, ,0, ,0,Broadway Ave,23,0,0.992022508482,High-Capacity,Very Frequent,670.222554005,Frequent: 10,670.222554004931
832,0, ,0, ,0, ,0,0,0, ,Frequent,897.304794029,Frequent: 15,897.304794028731
833,2034,50,1,none,0,S Othello St,17,1,0.81469293084,Frequent,Very Frequent,742.134758614,Frequent: 10,742.134758614432
834,,,,,,,,,,,,,Frequent: 10,158.408303045144
835,,,,,,,,,,,,,Frequent: 10,607.078309808614
836,,,,,,,,,,,,,Other Transit,2116.52460257462
837,,,,,,,,,,,,,Other Transit,6822.90624767654
838,,,,,,,,,,,,,Frequent: 15,6062.78527712345
839,,,,,,,,,,,,,Frequent: 15,911.515238106853
840,,,,,,,,,,,,,Frequent: 15,2945.07084765643
841,,,,,,,,,,,,,Other Transit,4391.21418781089
